ID,Title,Author,ISBN,"Total Copies","Available Copies","Record Status"
1610,"English for Improved Academic Performance","Aida S. Villanueva",9785939933797,1,1,active
1611,"English for Specific Purpose","Teresita P. Paraja",9780581629517,2,2,active
1612,"English for Specific Purpose","Rosales Renato De Guzman",9787794176340,8,8,active
1613,"English for Specific Purposes Materials for ….","Teresita P. Pareja",9782507330552,9,9,active
1614,"English for the Workplace 1","Gamez- Johna Niem",9789782457592,10,10,active
1615,"English For Tourism and Hospitality Industry","Stephen Hall",9783399140380,8,8,active
1616,"English For Tourism and Hospitality Industry First Class Service 2","Stephen Hall",9788436604436,10,10,active
1617,"English Grammar and Composition","Warriner John E.",9784006157272,1,1,active
1618,"English Grammar for College Freshmen","Baraceros Esther L.",9786829751477,9,9,active
1619,"English II","Josefina P. Gabriel",9783974292503,2,2,active
1620,"English III","Josefina P. Gabriel",9780587525684,1,1,active
1621,"English in a New Dimension","Alex V. Abelos",9786562590456,1,1,active
1622,"English in Action","J.C. Tressler",9789080271128,8,8,active
1623,"English Laguage and Linguistics","Bensen Gail",9781823155511,5,5,active
1624,"English Linguistic Communication","Tavora Gideon",9785176808667,7,7,active
1625,"English Made Easy","Arthur Waldhorn",9788137214330,1,1,active
1626,"English Plus ( Instructional Modules )","Flordeliza C. Buendicho",9788003700332,1,1,active
1627,"English Polemics At The Spanish Court","Creswell's Joseph",9782855660844,1,1,active
1628,"English Profiency","Priscilla Mizpah  Santilla",9780681039032,7,7,active
1629,"English Pronounciation","Lordes Sevilla. Mata",9789705195822,1,1,active
1630,"English Pronounciation for the Filipino College","Lourdes Villa-Mata",9783280944851,7,7,active
1631,"English Rugby a Celebtration","Ted Barrett",9782394535467,2,2,active
1632,"English Sentence Builder","Swick Ed",9784707986324,4,4,active
1633,"Engllish 4 : Oral Communication in Context","Esther L. Baraceros",9780613394390,4,4,active
1634,"Enhancing Basic Research and Writing Skills","Ferdilyn C. Lacia",9784570394387,10,10,active
1635,"Enhancing Reading and Writing","Gloria M. Marapia-Cabagui",9784032537659,4,4,active
1636,"Enhancing the Skills Using the Language","Josephine M. Luna",9786927789433,7,7,active
1637,"Enjoying English 6","Wolfe Dan M.",9789100900403,1,1,active
1638,"Ensuite ( Cours Intermediare de Fracais )","Bette G. Hinsch",9787692105336,6,6,active
1639,"Ensuring fairness in Health Care Coverage","Wynia Matthew K.",9785146040141,2,2,active
1640,"Entensive English","Joy Bumanglag Gamad",9784731072017,1,1,active
1641,"Enterprise Crime","Danilo Tancangco",9783798440975,4,4,active
1642,"Enterprise Risk Management","Ernesto Mendoza",9782316600761,4,4,active
1643,"Entertaining with Ease",Mabilangan,9787620901443,10,10,active
1644,"Entrep in Tourism & Hospitality Industry","Chester Dave G. Arenas",9787340433705,9,9,active
1645,"Entrepreneureship 2nd Edition","Prof. Marife A. Acierto",9789687304519,1,1,active
1646,"Entrepreneurial Mind","Ferdinand C. Paurom",9785778255883,8,8,active
1647,Entrepreneurship,"Bruce R. Barringer",9785562965752,1,1,active
1648,"Entrepreneurship & Small Business Management","Roberto G. Medina",9784278656190,10,10,active
1649,"Entrepreneurship and Small Business Mgt.","Medina Robert G.",9782557782059,6,6,active
1650,"Entrepreneurship in Tourism & Hospitality","Jefferson Marcelo",9782958292362,8,8,active
1651,"Enviromental Issue in The Electronics and ….","Mendicino Laura",9786188081901,1,1,active
1652,"Enviromental Science American Geological",Unknown,9788235715586,6,6,active
1653,"Environment 93/94","John L. Allen",9788639561376,7,7,active
1654,"Environment 94/95","John L. Allen",9783081721439,5,5,active
1655,"Environment 96/97","John L. Allen",9786438130007,10,10,active
1656,"Environment and Tourism","Holden Andrew",9781321147162,6,6,active
1657,"Environment Geology","Carla W. Montgomery",9786094565342,2,2,active
1658,"Environmental Engineerung Fundamentals, Sustainability","Mihelcic James",9789979907077,7,7,active
1659,"Environmental Geology","Carla W. Montgomery",9785047681696,6,6,active
1660,"Environmental Management","Neil Catly Bermudez",9785706071745,8,8,active
1661,"Environmental Science",Unknown,9781131765396,8,8,active
1662,"Environmental Science","Priscilla Signey L.",9780548739617,2,2,active
1663,"Epidemiology (Principles & Methods)","Brian MacMahon",9782908718270,4,4,active
1664,"Epidemiology Principles and Methods","Brian Machahon",9789680491872,6,6,active
1665,"ERGO An Introduction to Logic","Pacheco A. Polestico",9787420495616,5,5,active
1666,"Ergonomics & Facilities Planning for the Hospitality Industry","Lolita O. Mendoza",9782137730623,9,9,active
1667,"Ergonomics Facilities Planning for the Hospitality Industry","John Paul G. Buenaventura",9786042359733,10,10,active
1668,"Essential in Criminal Investigation","Ruby L. Tamayo",9787112229901,9,9,active
1669,"Essential Journalism","Kai Hughes",9787560858166,7,7,active
1670,"Essentials Aromatheraphy","Carole Mc Gilvery",9780468611147,2,2,active
1671,"Essentials in Criminal Investigation","Ruby L. Tumayo",9785768321024,9,9,active
1672,"Essentials in Meal Management","Corazon G. Leocadio",9789237858479,4,4,active
1673,"Essentials of Business Ethics","Jessie F. Sergote",9782961803326,4,4,active
1674,"Essentials of Business Mathematics","Fernandinand P. Nocon",9782605080182,6,6,active
1675,"Essentials Of Computer Hardware","Wilson Kevin",9784980425374,9,9,active
1676,"Essentials of Computers","Nanny B. Garcia",9783377731265,10,10,active
1677,"Essentials of Computers","Godwin S. Moncerate",9788122821789,8,8,active
1678,"Essentials of Computers",Unknown,9789236534602,4,4,active
1679,"Essentials of Computers ( Web Design )","Namy B. Garcia",9786056035678,10,10,active
1680,"Essentials of Criminal Justice","Larry J. Siegel",9783279862395,8,8,active
1681,"Essentials of Criminal Psychology","Manwong Romel",9784716906184,8,8,active
1682,"Essentials of Criminalistics","Peckley Miller",9782054647547,4,4,active
1683,"Essentials of Criminology","Miller F. Peckley",9788954787697,10,10,active
1684,"Essentials of Criminology","Eduardo Jesster P.",9788999275173,9,9,active
1685,"Essentials of Drafting: A Textbook on Machanical..","Svesen Carl",9788891444493,6,6,active
1686,"Essentials of Forensic Chemistry & Toxicology","Arlyn M. Dascil- Canete",9783553935432,8,8,active
1687,"Essentials of French Cooking","William Sonoma",9788644963929,2,2,active
1688,"Essentials of Human Anatomy & Physiology","Elaine N. Mariela",9784358853792,10,10,active
1689,"Essentials of Human Computer Interaction","Dan Michael Cortez",9782143395274,8,8,active
1690,"Essentials of Management","Joseph L. Massie",9783674978523,6,6,active
1691,"Essentials of Mathematics Consumer/Carrer","Gerardi William J.",9789141686014,6,6,active
1692,"Essentials of Money, Credit & Banking","Gregorio S. miranda",9784778948962,5,5,active
1693,"Essentials of Oral Communication Towards…","Suzzette F. Valdez",9784067917662,5,5,active
1694,"Essentials of Porpusive Communication","Jesus Perry L. Caudilla",9781221500142,6,6,active
1695,"Essentials of Research Methods in Criminal …","Frank E. Hagan",9788842163091,4,4,active
1696,"Essentials of Research Methods in…","Frank E. Hagon",9780159446331,1,1,active
1697,"Essentials of Strategic Management","John E. Gamble",9789994853205,5,5,active
1698,"Essentials of Systems Analysis & Design","Joseph Valavich",9789532638905,8,8,active
1699,"Essentials of Teaching and Learning 1","Llagas Avelina T.",9781994711363,5,5,active
1700,"Essentials of Values Education","Priscilliano T. Bavzon",9783792234105,5,5,active
1701,"Essentials or Oral Communication","Nuval Evarista G.",9784699673318,5,5,active
1702,"Essentials Partnerships and Private Corporations","Vidor T. Julalian",9781677269600,10,10,active
1703,"Esy Growth in Moving Ahead","Gertrude Hildreth",9783768550789,2,2,active
1704,"Et Kyss I Morket","Meryl Sawyer",9787935219622,2,2,active
1705,"Ethical Dilemmas & Decision in Criminal Justice","Joycelyn M. Follock",9786335564349,10,10,active
1706,"Ethical Dilemmas and Decision in Criminal","Joycelyn M. Pllock",9786970931704,5,5,active
1707,"Ethical Hacking and Penetration Testing","Marmelo V. Abante",9789556076769,7,7,active
1708,Ethics,"Minsoware Bacolod",9786453454720,4,4,active
1709,Ethics,"Ruben O. Balotol Jr.",9783989830653,5,5,active
1710,Ethics,"Jose Romero Joven",9783121980413,4,4,active
1711,Ethics,"Bonifacio P. Bairan",9787242642366,2,2,active
1712,"Ethics 101 an Exploration on the Concept of Right & Wrong","Jaime Gutierrez-Ang",9782813190925,6,6,active
1713,"Ethics and Human Dignity","Christopher Ryan B. Maboloc",9788762303911,6,6,active
1714,"Ethics and Values","Atty. Ernesto Velchez Cabrera",9781428178526,4,4,active
1715,"Ethics and Values for Law Enforces","Arlyn M. Dascil-Caniete",9788230524800,1,1,active
1716,"Ethics and Values for Low Enforce…","Guevara Ricardo M.",9788062207223,8,8,active
1717,"Ethics Exploring Moral Philosophy","De Vera Palean Erland",9789594737219,5,5,active
1718,"Ethics for I.T Professionals with Legal Aspects..","Charlemagne G. Lavina",9782901620471,1,1,active
1719,"Ethics for thr Modern Student","Erland De Vera Palean",9786886878599,2,2,active
1720,"Ethics Foundations Of Moral Valuation","Bulaong Oscar",9786486287203,8,8,active
1721,"Ethics in information Technology","Reynolds George",9781954196667,1,1,active
1722,"Ethics in the Contemporary Words","Andrews Maquiling",9785057303625,6,6,active
1723,"Evaluating Educational Outcomes","Leonora Loyola Oriondo",9789246320370,7,7,active
1724,"Evangelism's First Modern Media Star","Hayland Jack",9787677537268,2,2,active
1725,"Even the wicked","Lawrence Block",9783214505769,1,1,active
1726,"Event Management","Bernardo B. Rodolfo",9781945887079,2,2,active
1727,"Event Marketing II","C.A. Preston",9785534820126,4,4,active
1728,"Events Management","Rodolfa Bernardo B.",9780083850761,2,2,active
1729,"Events Management for Tourism, Sports…","Tauzon- Dismulacion M.A",9789759545086,6,6,active
1730,"Events Management Handbook","Eloisa A. Romero",9781776808984,8,8,active
1731,"Events Management II","Romero Eloisa A.",9782657422312,4,4,active
1732,"Events Management in Tourism","Choudhary Yaduraj",9786463004021,8,8,active
1733,"Events Management in Tourism, Sports…","Tuazon Maria Arlene",9786936268943,5,5,active
1734,"Events Management Services: Advanced","3G E Learning",9780120471379,5,5,active
1735,"Events Planning Management & Marketing..","Genadinik Alex",9787117595742,5,5,active
1736,"Every Secret Crime","Cummings Doug M",9785829849337,2,2,active
1737,"Everyday Life in Prehistory","Morris Neil",9780674584761,10,10,active
1738,"Everything But the Burden","Tate Greg",9789441283333,1,1,active
1739,Evidence,"Ramil G. Gabao",9782188566691,7,7,active
1740,"Evidence and Crime Scene Reconstruction","Joseph m. Rynearson",9784132971506,2,2,active
1741,"Evidence and Crimie Scene Reconstruction","Joseph m. Rynearson",9786626705512,2,2,active
1742,"Evidence Collection","Joseph J. Vince Jr.",9783776936636,2,2,active
1743,"Evidence Rule of Court in the Philippines Rules 128-134","Ricardo J. Francisco",9783925295966,6,6,active
1744,"Evidence with Study Helps","Victor Tulalian",9781111028671,10,10,active
1745,"Excel 97","Tito B. Amoto Jr.",9782007202458,4,4,active
1746,"Expect Witnessing","Carl Meyer",9789102451095,2,2,active
1747,"Experiencing Modern Management","Samuel C. Certo",9780903267144,1,1,active
1748,"Experiencing Powerful English","Emma S. Castilo",9789819421794,2,2,active
1749,"Experimental College Physics","Marsh W. White",9782817934068,2,2,active
1750,"Experimental Cookey and Food Preservation","Eva Nebril - Flore",9785277584460,10,10,active
1751,"Experiments Manual for use Electronic…","Mallvino Albert",9783453372207,7,7,active
1752,"Expert Testimony in Court","Mendoza Gregorio",9780912172217,4,4,active
1753,"Expert Witnessing","Carl Meyer",9785593766182,2,2,active
1754,"Explore Canada",Unknown,9789437052639,9,9,active
1755,"Exploring Children Literature to Enhance Literacy in the Elementary Grades","Genevieve Conjusta",9781004627769,6,6,active
1756,"Exploring Gender & Society",Wenceslao,9785725659207,10,10,active
1757,"Exploring God's Word","Fr. Salvatore Putzu",9784617520236,1,1,active
1758,"Exploring Life Through Science Biology","John Dannie A. Ramos",9784326005598,2,2,active
1759,"Exploring Our Environment",Unknown,9785017833254,2,2,active
1760,"Exploring Phyrhm Through Pathfit 300000","Mary Joy B. Catangui",9788689993608,2,2,active
1761,"Explosions With-Without my Friends","Andersen Christian",9789848704509,2,2,active
1762,"Explosives Identification Guide","Mike Pickett",9789176799352,7,7,active
1763,"Explosives Identificaton Guide","Mike Pickett",9787440394647,1,1,active
1764,"Expressive Writing Classroom and Community","Adams Kathleen",9788303736062,4,4,active
1765,"Fabian Escapes","Peter McCarty",9781488608490,1,1,active
1766,"FACCI The Rebanned FACCI Journal","Aisa Parrino Artos",9787938841363,1,1,active
1767,"Faccinating Facts Science",Unknown,9782830615371,2,2,active
1768,"Face Value","Cowie Vera",9781242446269,1,1,active
1769,"Facial Reflexology","Sorensen Lone",9782514488116,1,1,active
1770,"Facilatating human Learning","Avelina M. Aquino",9781031421750,1,1,active
1771,"Facilitatig Learner -Centered Teaching","Maria Rita Lucas",9788878179417,4,4,active
1772,"Facilitating Human Learning","Aquino Avelina M.",9781526384096,6,6,active
1773,"Facilitating Learner-Centered Teaching","Teresita Tabbada- Rungduin",9781122528832,10,10,active
1774,"Facilitating Learning: A Metacognitive Process","Lucas Maria Rita D.",9785056618638,7,7,active
1775,"Facilitating Student-Centered Teaching","Ronaldo Larioque",9783979137878,5,5,active
1776,"Facilities Palnning & Management","Angelita Serrano",9785530073090,7,7,active
1777,"Facilities Planning & Design for Lodging…","Grace P. Perdigon",9780556057123,6,6,active
1778,"Falling Off Air","Sampson Chatherine",9789881927781,1,1,active
1779,"Falling Through The Earth","Trussoni Danielle",9781905348640,2,2,active
1780,"Fames Peril","Smilgis Martha",9781042462452,1,1,active
1781,"Family Favorites The Best of the Round Up",Schwan,9786185174460,10,10,active
1782,"Family Legal Guide","Donald O. Bolander",9780452128996,1,1,active
1783,"Family Theraphy An Overview","Goldenberg Irene",9785114551297,1,1,active
1784,"Faraday, Maxwell, and The Electromagnetic Field","Forbes Nancy",9789130448814,5,5,active
1785,"Farewell to Fairore Miss Read","John s. Goodall",9788416046157,2,2,active
1786,"Fascinating facts History",Unknown,9780211901709,2,2,active
1787,"Fast Lane",Unknown,9785681429838,7,7,active
1788,"Fat to Firm at Any Age","Alisa Bauman",9785229107327,1,1,active
1789,"Father's Day","Mc Coy Bill",9788360849378,1,1,active
1790,"Fathers & Sons","Madeley Richard",9780639638454,1,1,active
1791,"Fault Lines","Siddons Anne Rivers",9786969443911,1,1,active
1792,"Favorite Camping Recipes",Unknown,9784970169349,2,2,active
1793,"FCCS (Fundamentals Critical Care support)",Unknown,9789291320332,1,1,active
1794,"Fear Itself","Mosley Walter",9781623419035,1,1,active
1795,"Fear Less","Becker Gavin De",9780615372211,1,1,active
1796,"Fear of Crime","Keneth Ferraro",9785566847320,10,10,active
1797,"Feather On The Moon","Whitney Phyllis A.",9786533774601,1,1,active
1798,"Feeds and Feeding","Arthur Collinson",9780672007842,6,6,active
1799,"Fern My Story","Britton Fern",9786142442601,1,1,active
1800,"Field of Hope","Butler Brett",9788197543739,2,2,active
1801,"Field of Thirteen","Fancis Dick",9787642737204,2,2,active
1802,"Field Study 1","Lucas Maria Rita D.",9787638821450,1,1,active
1803,"Field Study 1","Greg Tabios Pawilen",9781484601914,2,2,active
1804,"Field Study 1","Marcela Leus",9784438998276,5,5,active
